Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-06-14,r7RiDK9T0C,GbK7ZSbRC6,dDqtwaJ8jA,Kettlebell Sumo High Pull,7,18.0,fake_id_858
2021-09-11,9UZx1lM23x,9ykyHFs36M,015JRVlAZn,Clean,10,30.39072493218786,fake_id_838
2021-05-16,LOqlAGnhVM,xPS7RzoOGm,qAQVptMLAC,Bent Over Barbell Row,10,25.0,fake_id_855
2021-05-25,w1oFhnlwsg,erjFOF21dc,nxJgjBoRou,Reverse Barbell Curl,8,24.947610018960187,fake_id_851
2021-10-21,J7XO1GBORJ,jJmv4Zv028,bl2KszQU4C,Overhead Weighted Sit Up,10,10.0,fake_id_879
2021-12-09,nDdX7FYYKR,qfkBJ4A5eQ,vUE59xDuPH,Dead Bug,9,0.0,fake_id_879
2021-03-15,ggfNHcVFeL,N6zu9IJNBz,UPc1QKG2yc,Leg Raise,10,0.0,fake_id_886
2021-06-19,TKpHbjV4pr,4IMiKZHvCG,GFzzSgDQjU,Shotgun Row,8,19.27769865101469,fake_id_866
2021-04-24,uB6x3TQzV0,06kzIMnTzR,tqjH4OchX2,Oblique Crunch,9,0.0,fake_id_845
2022-01-05,lApwyZhy90,G1mxtZtEs5,NE9aMLC9rl,Back Squat,12,40.0,fake_id_858
2021-09-26,XMmATEvWL1,erjFOF21dc,VaUI6ORSfL,Reverse Barbell Curl,5,30.0,fake_id_849
2021-02-09,aGxbkeh9HZ,DdtF1OFcuQ,DnQEtwdS9V,Tricep Push Up,12,0.0,fake_id_840
2021-08-25,sENWukMGQY,9ykyHFs36M,IRyWl1seBD,Clean,9,29.483539113316585,fake_id_874
2021-04-04,HVDH1WKkgx,uHBREgyju0,stlNQJ59vY,Step Up,14,0.0,fake_id_900
2021-07-20,S7GWTy9UGi,9VAkz3bNl4,IEjPghAupC,Decline Push Up,21,0.0,fake_id_877
2021-11-29,3IFvPQa6Gk,otjt26R0oL,zuRteJEbPp,Barbell Shoulder Press,10,16.0,fake_id_879
2021-05-16,zxkjJFNp5v,LDHzRzwxaI,TFWrXZyEOt,Exercise Ball Push Up,8,0.0,fake_id_834
2021-05-16,N2iHhRTDob,243X43p1XP,QDJ01fvPsK,Seated Leg Curl,10,77.11079460405875,fake_id_850
2021-02-19,y9tDCcB0Gi,UQBXLgsfXN,DBoGqMGu8J,Dumbbell Shrug,9,38.55539730202938,fake_id_873
2021-02-19,U5cMzTub8v,r4bOO0fDTv,GZHc2rdgyN,Plank,0,0.0,fake_id_861
2021-01-29,3EwEyrF6zA,dFycDkJyHe,NiScRCa2Zy,Dumbbell Shoulder Raise,5,9.071858188712795,fake_id_896
2021-08-09,SnRlSyPjfQ,dFycDkJyHe,7GJORTy2Pn,Dumbbell Shoulder Raise,7,4.082336184920758,fake_id_848
2021-05-08,AHUQAIOQGQ,AOQBAQ8rXC,nE7qg6VC2j,Pendlay Row,6,40.0,fake_id_855
2021-07-13,EIq4fgLtVl,9VAkz3bNl4,zH7VJGCH9I,Decline Push Up,10,0.0,fake_id_863
2021-06-04,SFUEDO4YFj,BN1DjSE1Zi,hlPOfXFHmX,Romanian Deadlift,13,31.75150366049478,fake_id_840
2022-01-10,uDpNEAxsWm,r4bOO0fDTv,2HaboLEGHp,Plank,0,0.0,fake_id_852
2021-07-06,zQAtV9Na3J,BN1DjSE1Zi,jB9ubUTsgz,Romanian Deadlift,7,65.77097186816776,fake_id_859
2021-06-24,ulTN04jT4S,uHBREgyju0,yeg8ZKBSh9,Step Up,8,0.0,fake_id_862
2021-02-28,cM1FCkClQQ,HpJxPvuCBP,LodLg5mTfI,Dumbbell Clean,8,5.669911367945497,fake_id_900
2021-04-16,kU4ZjViYLH,wNarovWdLy,sB4tF2Ao3G,Cable Crunch,15,59.0,fake_id_885
2021-02-09,hBzbh7wxIY,DhkjvJNsNR,E4X7CRIJHV,Sit Up,11,0.0,fake_id_877
2021-05-13,Z3qt1Dcbje,otjt26R0oL,j675RuRHwV,Barbell Shoulder Press,5,29.483539113316585,fake_id_851
2021-03-18,qkpcwASxX8,243X43p1XP,jsVvKAOb9g,Seated Leg Curl,6,70.30690096252415,fake_id_852
2021-03-25,rQD3hoDczb,Yw1aA3soIp,MJxB6TJXyl,Dumbbell Sumo Squat,9,10.205840462301895,fake_id_838
2021-06-01,b7LJQVUJow,06kzIMnTzR,5xn6HOPWZm,Oblique Crunch,19,0.0,fake_id_900
2021-05-18,eIVteNEQld,DdtF1OFcuQ,SA6PimmslZ,Tricep Push Up,10,0.0,fake_id_858
2021-01-16,GVs4FmZRMd,9q2Cdgm0FM,Ux2vDExSAO,Machine Leg Press,20,31.75150366049478,fake_id_888
2021-05-31,VEsQO79cS8,geCUwfcZLR,UZtgVJRJFb,Hang Clean,4,45.0,fake_id_867
2021-11-03,UttstleJ1A,EAjKaB5zWy,7Klwr8qHcn,Dumbbell Kickbacks,11,9.071858188712795,fake_id_857
2021-06-18,K85Aqmecrg,wNarovWdLy,d6yHP0yL02,Cable Crunch,12,37.42141502844028,fake_id_859
2021-01-20,pyvUXuggnq,58REE5sJU1,PHGbxqdiEA,Russian Twist,15,5.669911367945497,fake_id_873
2021-06-29,Ln988faJ5w,ewEcdHovom,zZgTOgdJZt,Hanging Leg Raise,10,0.0,fake_id_879
2021-08-11,X8LTHWh1Gz,XlazCsjHwn,lYo69C5EzM,Hang Snatch,5,22.67964547178199,fake_id_848
2021-08-26,LUWqlWKDH6,58REE5sJU1,pksP8bZq32,Russian Twist,11,5.669911367945497,fake_id_851
2021-02-15,REa2MOcFEQ,9fptvki4pW,KvIXNhz3Jy,Barbell Hip Thrust,12,31.75150366049478,fake_id_881
2021-06-28,3DSGvEVW5r,3GvUTFN8up,32sr77DOfk,Calf Raise,12,14.0,fake_id_885
2021-01-20,9Zh9UIQon6,uHBREgyju0,sKiqZPalgO,Step Up,10,0.0,fake_id_865
2021-06-12,Tf99cHD6Jo,wNarovWdLy,E6cDnF4pJg,Cable Crunch,15,20.41168092460379,fake_id_853
2021-03-09,VTGapam3jE,r4bOO0fDTv,uYL4zgPIdm,Plank,0,0.0,fake_id_886
2021-04-07,oId0pD8gY6,qfkBJ4A5eQ,NmPzVI1q3A,Dead Bug,8,0.0,fake_id_877
2021-02-15,dlKej1u8vC,GbK7ZSbRC6,iOrgbllIo3,Kettlebell Sumo High Pull,8,22.67964547178199,fake_id_835
2021-11-10,Rw4i0auqlq,jgnSb5e39S,VSYpE2wJtT,Australian Chin Up,15,0.0,fake_id_847
2021-05-02,vTW9Xc0j84,9VAkz3bNl4,miLC6T1clu,Decline Push Up,15,0.0,fake_id_838
2021-08-19,EZzyG871Og,omtypRFVyt,ZftMDXzquS,Power Clean,8,20.41168092460379,fake_id_848
2021-12-30,sxpRICodZs,06kzIMnTzR,wdYOvjmER0,Oblique Crunch,21,0.0,fake_id_836
2021-07-04,Tou0ZxBADl,WoEeZr6Uwx,XDlVFbwWoP,Single Arm Lat Pulldown,15,9.071858188712795,fake_id_836
2021-01-18,AmH5Ix6u5d,djuvlRHUvb,l2bNAFJUXk,Dumbbell Rear Delt Raise,13,5.669911367945497,fake_id_853
2021-04-07,UrsKQskn7y,nNMm3ywt6H,qUjxNrvpdf,Pike Push Up,9,0.0,fake_id_849
2021-05-02,MoelZMFk6g,wNarovWdLy,2ti5wdTK0v,Cable Crunch,12,64.0,fake_id_885
2021-05-25,cSQ4N5qA7U,HpJxPvuCBP,K9H95vbRfO,Dumbbell Clean,10,10.0,fake_id_849
2021-11-29,zUjAIHJTR3,DdtF1OFcuQ,4MbyfuTFkb,Tricep Push Up,10,0.0,fake_id_863
2021-10-23,g8i6VmqW5x,vWKV6qv8Pv,CsCNYAFzHg,Clean and Jerk,3,50.0,fake_id_849
2021-06-20,pORk1YB0Ma,uHBREgyju0,bH6sn6r6Ei,Step Up,6,0.0,fake_id_867
2021-06-29,HATsIa7IpE,dFycDkJyHe,nMVEspdpup,Dumbbell Shoulder Raise,13,4.535929094356398,fake_id_845
2021-04-01,AbR33s5cVX,UThEK7cf4f,qqG792mvMT,Machine Fly,15,52.16318458509857,fake_id_836
2021-03-06,GDBZi8hiTa,KVt5QRq9Hx,oLHEfF6OE4,Side Laterals to Front Raise,11,4.535929094356398,fake_id_853
2021-05-10,F5IMAxzxIv,uHBREgyju0,jzB7GAVMkO,Step Up,9,0.0,fake_id_863
2021-04-28,YC82p7R4aR,N6zu9IJNBz,VGdtEHDHqf,Leg Raise,6,0.0,fake_id_877
2021-12-03,CIAXQ1XdoF,EAjKaB5zWy,uZtGMPVc0n,Dumbbell Kickbacks,8,2.267964547178199,fake_id_900
2021-07-02,CJdJSORrbI,6wga8VycHO,PWKeAChRbs,Clean Deadlift,4,100.0,fake_id_849
2021-01-26,AyZLCXGZpg,djuvlRHUvb,g9BsM4fHa3,Dumbbell Rear Delt Raise,8,10.0,fake_id_885
2021-07-14,eoAjh23QH8,QFhUumXlvb,1AFrpf92kK,Reverse Grip Barbell Bent Over Row,12,20.41168092460379,fake_id_842
2021-06-19,1ZipBPPqpx,9ykyHFs36M,hHFXaL450D,Clean,5,29.483539113316585,fake_id_838
2021-10-14,SZs28HiXqI,AF7Qq7XK2r,ZhHnJoQVw4,Air Squats,15,11.339822735890994,fake_id_896
2021-07-24,EvnhkkalIF,243X43p1XP,B5QezAbTE9,Seated Leg Curl,10,23.0,fake_id_868
2021-06-04,LFU2GvySV3,PK3FADlv5b,NSsJut1fLT,Floor Press,12,43.091326396385774,fake_id_857
2021-11-09,slYiuXOBA3,otjt26R0oL,TUPhPNjuI3,Barbell Shoulder Press,6,43.091326396385774,fake_id_887
2021-05-05,EEXCTmNYfh,djuvlRHUvb,WJp2TrCrVu,Dumbbell Rear Delt Raise,13,10.205840462301895,fake_id_853
2021-04-22,D6Bj7gq2Ot,mXEVvIJ5nf,9Tlr7AXnj7,Standing Hip Adduction,7,0.0,fake_id_862
2021-10-25,sJ0ib2WIZD,wNarovWdLy,RqxxONyiyf,Cable Crunch,10,60.0,fake_id_885
2021-04-23,lI31zvkiP3,djuvlRHUvb,chJe3fGuNM,Dumbbell Rear Delt Raise,8,11.339822735890994,fake_id_865
2021-02-05,HLSLQ8sAYF,dFycDkJyHe,VDs69KmojC,Dumbbell Shoulder Raise,11,2.267964547178199,fake_id_900
2021-08-17,zaqiMIAnVM,jJmv4Zv028,G4xAPbBst3,Overhead Weighted Sit Up,10,9.071858188712795,fake_id_846
2021-11-10,fbQ0SKMdRE,jJmv4Zv028,HoNehykATE,Overhead Weighted Sit Up,12,4.535929094356398,fake_id_848
2021-04-22,D6Bj7gq2Ot,N6zu9IJNBz,K2GgrELFD0,Leg Raise,22,0.0,fake_id_862
2021-07-17,8mq3m2TfYV,BTmBzxhAmZ,pgfXFaJxR0,Dumbbell Pullover,11,15.87575183024739,fake_id_853
2022-01-01,T89mrt3Sia,58REE5sJU1,AjgsbkfJ2W,Russian Twist,25,4.535929094356398,fake_id_882
2021-11-01,dIz6kYCoVF,zJlvUiMLou,xvqtmOCmtf,Barbell Incline Bench Press,10,22.67964547178199,fake_id_881
2021-10-06,RpuVK6X12j,xPS7RzoOGm,zUeEpZMKsE,Bent Over Barbell Row,8,61.235042773811365,fake_id_886
2021-02-21,L2YwKjIPwh,ewEcdHovom,nNNlr2AeoB,Hanging Leg Raise,10,0.0,fake_id_842
2021-07-27,McONmRFjTm,ACSgVaipTW,EhO1rQRSMr,Dumbbell Squeeze Press,11,18.14371637742559,fake_id_836
2021-03-01,icYSVu0Ghb,Yw1aA3soIp,c2kwXpFBDv,Dumbbell Sumo Squat,10,4.535929094356398,fake_id_894
2021-09-09,4OqfsYCWm6,N6zu9IJNBz,RYf4tkJ8e4,Leg Raise,10,0.0,fake_id_868
2021-06-13,z4xUbit6Gf,N6zu9IJNBz,GL1XfubvVE,Leg Raise,15,27.215574566138386,fake_id_846
2021-03-29,YJmbmDQe7q,nNMm3ywt6H,VICyvhCKRJ,Pike Push Up,16,0.0,fake_id_877
2021-08-27,IvK7rrFTP3,r4bOO0fDTv,TTZqtFFdJ6,Plank,0,0.0,fake_id_860
2021-07-15,itzX2zN41B,58REE5sJU1,i3f8hSDYuo,Russian Twist,18,9.071858188712795,fake_id_838
2021-06-22,gf3c2ftVAy,k3yxx2a6oz,yC34ACt0RC,Seated Machine Calf Press,12,20.41168092460379,fake_id_903
2021-08-19,m76htDy64c,AF7Qq7XK2r,PwtUHYXGw4,Air Squats,11,18.14371637742559,fake_id_847
2021-05-06,vWNUzgGjyH,G1mxtZtEs5,EDsqFqZ3l4,Back Squat,4,43.091326396385774,fake_id_842
2021-04-19,pSr0H5VupL,wNarovWdLy,qpEUnBEvPO,Cable Crunch,15,22.67964547178199,fake_id_866
2021-05-29,Tb0kFNC4hV,KVt5QRq9Hx,09sgJiTjg5,Side Laterals to Front Raise,13,2.7215574566138385,fake_id_845
2021-04-22,tzbOyd45KR,r4bOO0fDTv,T9UrnMMv27,Plank,0,9.071858188712795,fake_id_846
2021-07-28,RwVrP7XLaW,DhkjvJNsNR,kLKycvwm4N,Sit Up,21,0.0,fake_id_838
2021-05-29,hDeWgTTwJI,KVt5QRq9Hx,79tM2z6bVS,Side Laterals to Front Raise,11,6.8038936415345965,fake_id_836
2021-02-03,jBfoFjp1zu,zJlvUiMLou,t62AdwPU0M,Barbell Incline Bench Press,8,27.215574566138386,fake_id_848
2021-11-18,mID5lqeX1C,1sQqqUqJyp,EkX198Z6Xp,Frog Pump,18,0.0,fake_id_848
2021-06-03,qeAmxz9VTT,9VAkz3bNl4,jttOGEBmcg,Decline Push Up,25,0.0,fake_id_877
2021-04-07,5zgEhJO28f,uHBREgyju0,4lFnFdAvI5,Step Up,8,0.0,fake_id_881
2021-03-27,2ACcu08AaZ,BTmBzxhAmZ,1es58lrpe8,Dumbbell Pullover,13,11.339822735890994,fake_id_845
2021-04-21,i36wYlxjer,qfkBJ4A5eQ,zZyXkJsVGn,Dead Bug,8,0.0,fake_id_877
2021-06-19,JZaN9TTcU0,AOQBAQ8rXC,LCA7Eh5vyI,Pendlay Row,12,15.87575183024739,fake_id_845
2021-07-04,Tou0ZxBADl,WoEeZr6Uwx,DWRMRuWKVh,Single Arm Lat Pulldown,15,9.071858188712795,fake_id_836
2021-07-31,Ff8nnOGyEs,58REE5sJU1,PZWCGx6Dik,Russian Twist,22,1.1339822735890994,fake_id_900
2021-09-16,SE0u0OCMDc,mXEVvIJ5nf,NtsgOm3Cho,Standing Hip Adduction,6,0.0,fake_id_874
2021-03-04,0R3bjrKyT8,djuvlRHUvb,bC5btJFzGe,Dumbbell Rear Delt Raise,8,5.0,fake_id_858
2021-03-11,yB4bw86jTQ,s5tzCNPRXw,QZzoorsEHR,Lunge Jump,9,0.0,fake_id_835
2021-03-15,pOlCXzRyhq,N6zu9IJNBz,gaOekbWhtQ,Leg Raise,16,0.0,fake_id_848
2021-05-29,uZ2GPzVt3U,UQBXLgsfXN,4Vc55jpIlY,Dumbbell Shrug,15,24.947610018960187,fake_id_869
2021-08-22,E52b27gLGs,y2Gg0PEzd8,ERo88dyXWS,Preacher Curl,8,47.62725549074217,fake_id_887
2021-03-08,FEf8ef3OVN,wNarovWdLy,jcdIOQ9S4q,Cable Crunch,12,36.28743275485118,fake_id_856
2021-08-11,JnMPOd8xJ9,pM3aRwuufC,0UF1chBYNS,Stability Ball Hyperextension,17,0.0,fake_id_839
2021-06-08,WYRHR3d0hd,AF7Qq7XK2r,0NOHeGVb7j,Air Squats,8,0.0,fake_id_862
2021-04-24,xtAUG00gTj,nNMm3ywt6H,naPX7UvWJ3,Pike Push Up,9,0.0,fake_id_853
2021-04-27,1TLi3yQQOF,R1M0DI9wui,knecSLFT9L,Standing Hip Flexor Stretch,5,0.0,fake_id_834
2021-01-15,ZTPRV8Xq8P,djuvlRHUvb,8hwpbmVemK,Dumbbell Rear Delt Raise,10,6.8038936415345965,fake_id_866
2021-10-04,L70ljPW4vq,3GvUTFN8up,QvmMFDnVxl,Calf Raise,12,2.267964547178199,fake_id_865
2021-11-19,ZgmN1F1apf,tTFy5YOe7N,IxMz83dePI,Single Arm Overhead Press,5,20.0,fake_id_858
2021-05-23,y8uX6DH9o0,BTmBzxhAmZ,FxWzOJ51xX,Dumbbell Pullover,10,8.0,fake_id_849
2021-12-31,RLKwnGGn6U,4IMiKZHvCG,JgilUiLnZn,Shotgun Row,10,14.741769556658292,fake_id_852
2021-02-03,3YktQ9LMZJ,QFhUumXlvb,bPacWKiRDN,Reverse Grip Barbell Bent Over Row,10,36.28743275485118,fake_id_835
2021-02-26,X1spIbVF6y,58REE5sJU1,NHSLvaEt8b,Russian Twist,15,15.87575183024739,fake_id_869
2021-02-10,TMODKACz8r,UQBXLgsfXN,FZx2IK17Xl,Dumbbell Shrug,20,12.5,fake_id_858
2021-07-19,oJYfem5Fst,QFhUumXlvb,Kh1HGOzlAu,Reverse Grip Barbell Bent Over Row,8,50.0,fake_id_867
2021-06-28,D1DiF168QG,BTmBzxhAmZ,PLx7AcOBGo,Dumbbell Pullover,13,18.0,fake_id_858
2021-07-21,QivBq2Sil3,r4bOO0fDTv,JtqAIdugjh,Plank,0,0.0,fake_id_863
2021-06-09,k8p3RPDmE7,58REE5sJU1,IO4Lc10Dij,Russian Twist,15,6.8038936415345965,fake_id_862
2021-09-29,c7K7roZQhs,k3yxx2a6oz,GeDrsDyFLA,Seated Machine Calf Press,10,36.28743275485118,fake_id_903
2021-08-30,5qmfoWNsX8,dFycDkJyHe,VeIRZigt5s,Dumbbell Shoulder Raise,6,4.535929094356398,fake_id_847
2021-11-13,fd5pQFMmS9,pM3aRwuufC,ZmtUOGqQ24,Stability Ball Hyperextension,16,0.0,fake_id_839
2021-05-15,HLeEBOCBka,jJmv4Zv028,7Ue4eBSuMG,Overhead Weighted Sit Up,12,4.535929094356398,fake_id_846
2021-11-06,yRkZy4d1EW,AF7Qq7XK2r,eLDMKJb7MZ,Air Squats,13,0.0,fake_id_845
2021-10-22,1GK9n9Vkn4,zJlvUiMLou,ETZV2QBTtT,Barbell Incline Bench Press,4,79.37875915123695,fake_id_856
2021-10-29,lqY6IKCKPP,G1mxtZtEs5,lbmtFAq2Jf,Back Squat,12,65.77097186816776,fake_id_856
2021-02-22,amCq6TEYG2,9VAkz3bNl4,eqOl0CCvWE,Decline Push Up,20,0.0,fake_id_858
2022-01-05,WZ5rA4uXbc,9VAkz3bNl4,M7NaWQkJVI,Decline Push Up,10,0.0,fake_id_863
2021-08-26,LUWqlWKDH6,58REE5sJU1,cqxN7HW06j,Russian Twist,11,5.669911367945497,fake_id_851
2022-01-10,zCfSguxA87,UQBXLgsfXN,soxuX9cDFL,Dumbbell Shrug,6,27.5,fake_id_879
2021-05-26,jqq8XuWJXT,zJlvUiMLou,2fQpijYrUR,Barbell Incline Bench Press,5,52.16318458509857,fake_id_847
2021-12-01,kj1Nr13YV5,BTmBzxhAmZ,CDKm1IGbMs,Dumbbell Pullover,12,14.0,fake_id_876
2021-10-03,E4UGk2JUM7,s5tzCNPRXw,iCcTV1Ajqz,Lunge Jump,17,0.0,fake_id_877
2021-02-26,iRKzzjtdfq,HggeHLeipS,3ckLzWlpb7,Cable Double Bicep Curl,12,6.8038936415345965,fake_id_836
2021-09-11,wJlnc2A1p6,9fptvki4pW,cOZc8tlBuv,Barbell Hip Thrust,10,65.77097186816776,fake_id_839
2021-12-03,C31ujSMRdT,WoEeZr6Uwx,zP90DiH95E,Single Arm Lat Pulldown,8,13.607787283069193,fake_id_845
2021-05-22,2H269V8KtC,1sQqqUqJyp,kVuhxGSgy4,Frog Pump,21,0.0,fake_id_853
2021-07-06,9VYCZQ94lH,KVt5QRq9Hx,FNOmIUcj6l,Side Laterals to Front Raise,12,4.535929094356398,fake_id_840
2021-10-18,YnqA63G5SV,58REE5sJU1,1o4ndBFYdi,Russian Twist,10,0.0,fake_id_851
2021-04-14,ZBVCSQDFu9,EAjKaB5zWy,rgkUMiRtAw,Dumbbell Kickbacks,9,11.339822735890994,fake_id_856
2021-01-24,1VhTraCoAG,HpJxPvuCBP,7UIlknKzm9,Dumbbell Clean,11,5.0,fake_id_854
2021-01-14,EQzePByh1q,ewEcdHovom,1fJUufVHUR,Hanging Leg Raise,15,0.0,fake_id_873
2021-03-15,FwsJx2VZjR,3GvUTFN8up,EV1FIhxKGH,Calf Raise,49,0.0,fake_id_835
2021-06-22,Em2VAtpsle,58REE5sJU1,uqVAM6yN5x,Russian Twist,15,15.87575183024739,fake_id_835
2021-04-08,SSeXV8Iu2W,s5tzCNPRXw,TKrg12mJry,Lunge Jump,9,0.0,fake_id_862
2022-01-01,hLw22Hq1vA,otjt26R0oL,CABi80ml9m,Barbell Shoulder Press,4,45.0,fake_id_858
2021-01-28,Vt6RVZ4hmh,oDI8CKhqJi,7DA7wCEuDG,Single Arm Preacher Curl,10,9.071858188712795,fake_id_852
2021-03-04,nJT5WlZMlQ,G1mxtZtEs5,ry6bL0FcY5,Back Squat,11,34.01946820767298,fake_id_842
2021-04-21,eCguB8Rzom,EAjKaB5zWy,9SI5Xj2rJH,Dumbbell Kickbacks,12,15.87575183024739,fake_id_869
2021-06-17,5MiUhWdEVm,G1mxtZtEs5,6FG4uV1aY9,Back Squat,6,115.66619190608813,fake_id_903
2021-06-01,b7LJQVUJow,EAjKaB5zWy,mTJWdymOwl,Dumbbell Kickbacks,5,3.4019468207672983,fake_id_900
2021-06-03,xt1vwOBRgj,5hsZsuO5vt,fAvLmkRxf4,Single Leg Hip Thrust,8,0.0,fake_id_862
2021-08-05,dpxZnsAfSA,5hsZsuO5vt,dIa2y71KbS,Single Leg Hip Thrust,8,0.0,fake_id_834
2021-02-21,DX3S05Z1vL,r4bOO0fDTv,IAI8fGh5H1,Plank,0,0.0,fake_id_865
2021-03-14,mVe9v8KlC9,cDYgx7gYHz,SANr9VlXQe,Tate Press,10,7.5,fake_id_855
2021-08-25,OlUYJyDPkK,N6zu9IJNBz,unQuUZE5B2,Leg Raise,10,0.0,fake_id_861
2021-07-21,jp1Vgi16IS,aIzmfLklht,vzJkmIkiFk,Dumbbell Step Up,7,9.071858188712795,fake_id_847
2021-03-19,6OxaglZhJK,erjFOF21dc,NRnoOC7WjH,Reverse Barbell Curl,10,22.67964547178199,fake_id_840
2021-12-14,AhyMigVCgP,DdtF1OFcuQ,sHRnquwToz,Tricep Push Up,9,0.0,fake_id_881
2021-02-15,dD1FEb2Ek3,UQBXLgsfXN,k0VC59UtO2,Dumbbell Shrug,12,15.87575183024739,fake_id_869
2021-10-25,401qhikzP6,EAjKaB5zWy,mdGBi36iXw,Dumbbell Kickbacks,12,13.607787283069193,fake_id_883
2021-03-31,Y6ICf233lR,UThEK7cf4f,BxufQ9dTGO,Machine Fly,15,65.77097186816776,fake_id_838
2021-07-02,mHiQfPvBY2,EAjKaB5zWy,2APIHPe4ww,Dumbbell Kickbacks,16,3.0,fake_id_854
2021-05-16,zxkjJFNp5v,DhkjvJNsNR,53S24BcFAp,Sit Up,20,4.535929094356398,fake_id_834
2021-01-26,V4l1I7TQJQ,AF7Qq7XK2r,bEVE1DdbJY,Air Squats,18,0.0,fake_id_840
2021-08-01,AmvGWgglRE,N6zu9IJNBz,7yXlGKfHgH,Leg Raise,8,0.0,fake_id_870
2021-05-20,JW4QzrGQe2,UQBXLgsfXN,D0kuCQPWtJ,Dumbbell Shrug,12,20.41168092460379,fake_id_859
2021-01-20,AZaUOANFcm,qfkBJ4A5eQ,Sc2DEA8sdX,Dead Bug,24,0.0,fake_id_888
2021-10-28,5UtHhGMAXh,N6zu9IJNBz,V2S3BT2a1X,Leg Raise,15,0.0,fake_id_838
2021-08-18,nM2WTYDng5,G1mxtZtEs5,2GF7nlRj7g,Back Squat,12,68.03893641534596,fake_id_886
2021-08-26,6ZBgPbHKB5,58REE5sJU1,MhQUBgsHO5,Russian Twist,20,13.607787283069193,fake_id_883
2021-04-24,CdsjgMdTYO,G1mxtZtEs5,FbgI3wMUNn,Back Squat,10,61.235042773811365,fake_id_838
2021-10-31,r2r9EQnTYR,djuvlRHUvb,hmyERNk3CI,Dumbbell Rear Delt Raise,12,3.4019468207672983,fake_id_863
2021-06-01,YWzSReVzXa,1sQqqUqJyp,3aB0X8Ubaw,Frog Pump,28,0.0,fake_id_862
2021-06-21,r3RVl6lVLr,vWKV6qv8Pv,5FwO3Zb7QC,Clean and Jerk,2,70.0,fake_id_849
2022-01-06,pfxQlTtEIf,DdtF1OFcuQ,FUxOql99Y8,Tricep Push Up,20,0.0,fake_id_840
2021-08-22,UnEocsRlJN,9q2Cdgm0FM,gKQIoO31MD,Machine Leg Press,10,99.79044007584075,fake_id_850
2021-03-10,lILGDwidZq,AF7Qq7XK2r,DvM4FTpflc,Air Squats,20,0.0,fake_id_896
2021-08-02,x7nx7SER2N,EAjKaB5zWy,hwQGGvOGst,Dumbbell Kickbacks,17,9.071858188712795,fake_id_839
2021-05-04,JH71BJViih,k3yxx2a6oz,aXpeWwYNTt,Seated Machine Calf Press,10,127.00601464197912,fake_id_850
2021-12-27,KK4DGXGk7G,6wga8VycHO,6ifW8fkZsy,Clean Deadlift,7,68.03893641534596,fake_id_838
2021-07-10,h2K96DaApz,UQBXLgsfXN,U99z97lO74,Dumbbell Shrug,12,27.215574566138386,fake_id_883
2021-11-03,kiVZxs1sU9,ewEcdHovom,IINN5oTkSJ,Hanging Leg Raise,12,0.0,fake_id_838
2021-09-30,4JdQxCQtG5,DdtF1OFcuQ,m9xKCgFFgF,Tricep Push Up,11,0.0,fake_id_863
2021-03-03,BWSlQ0lT8P,DhkjvJNsNR,QBEGttJfYG,Sit Up,10,0.0,fake_id_877
2021-05-27,j1loaZjGjo,djuvlRHUvb,pIn4ThQpKl,Dumbbell Rear Delt Raise,5,9.071858188712795,fake_id_871
2021-01-25,TqxiyuSQ4n,4IMiKZHvCG,5RCRQNgCjT,Shotgun Row,6,20.0,fake_id_867
2021-04-13,6kTuviNQC0,G1mxtZtEs5,oBs8jZn59o,Back Squat,6,122.47008554762273,fake_id_903
2021-09-07,APMP1qNBk2,djuvlRHUvb,56kHdcLIp2,Dumbbell Rear Delt Raise,12,4.535929094356398,fake_id_845
2022-01-06,ZqpJlsietY,N6zu9IJNBz,uJL2ohU0cE,Leg Raise,5,0.0,fake_id_851
2021-05-30,UGaGZCcHa8,N6zu9IJNBz,FqwXLjcUJU,Leg Raise,10,0.0,fake_id_845
2021-12-08,NADL9HDbHt,6wga8VycHO,CHuJEsRjuh,Clean Deadlift,4,31.75150366049478,fake_id_847
2021-05-24,EvzhMY02R7,dFycDkJyHe,ovwJthuuvH,Dumbbell Shoulder Raise,15,15.87575183024739,fake_id_869
2021-11-17,wo6VmriQIJ,DdtF1OFcuQ,rkNpMp3RDn,Tricep Push Up,20,0.0,fake_id_839
2021-03-15,Z7OeLDuoLv,UThEK7cf4f,qzEu9s0ADN,Machine Fly,10,33.565875298237344,fake_id_890
2021-02-20,SiH2HjclG6,243X43p1XP,aMT8gdkA7X,Seated Leg Curl,12,36.28743275485118,fake_id_894
2021-10-26,JzF99KdBs3,KVt5QRq9Hx,bxXuRYTlzf,Side Laterals to Front Raise,6,9.071858188712795,fake_id_836
2021-02-11,sDA0khPlOp,erjFOF21dc,FHwGMVqfE5,Reverse Barbell Curl,8,22.67964547178199,fake_id_896
2021-05-28,dkzPqhfbRN,243X43p1XP,8NbAC66z5K,Seated Leg Curl,8,35.0,fake_id_876
2021-02-08,8SEhOtq6Cr,9q2Cdgm0FM,5oilFqzDxQ,Machine Leg Press,15,74.84283005688056,fake_id_873
2021-07-03,PSB5FyF63B,DhkjvJNsNR,lL530Q7LCB,Sit Up,8,0.0,fake_id_841
