Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-04-02,HUJu6AdGOk,zJlvUiMLou,Fm7jLH1lAB,Barbell Incline Bench Press,12,24.947610018960187,fake_id_848
2021-08-25,Rn6VDxiH2b,9VAkz3bNl4,rTeFsHMSfe,Decline Push Up,9,0.0,fake_id_879
2021-03-31,JkzNc0gF0q,9VAkz3bNl4,ratKHN7npU,Decline Push Up,6,0.0,fake_id_877
2021-07-24,EvnhkkalIF,243X43p1XP,k8BENDtwWA,Seated Leg Curl,10,23.0,fake_id_868
2021-05-27,szSeHOE6Gl,k3yxx2a6oz,Fb629JSV7u,Seated Machine Calf Press,10,99.79044007584075,fake_id_850
2021-04-04,0af6HnlY7C,xPS7RzoOGm,924Ze4X5Af,Bent Over Barbell Row,10,40.82336184920758,fake_id_871
2021-12-25,RhphiKfN6w,AF7Qq7XK2r,9bzyLRUObY,Air Squats,15,0.0,fake_id_860
2021-04-20,AJYLU3nDOX,Gx6Z2fevPD,WYWzSDkTn6,Incline Dumbbell Row,6,27.215574566138386,fake_id_838
2021-12-06,eKNQnWzKx9,omtypRFVyt,XOhiBBphgy,Power Clean,10,18.14371637742559,fake_id_881
2021-03-01,KtlQ5Pmom1,r4bOO0fDTv,YyfpJj0FWf,Plank,0,0.0,fake_id_862
2022-01-05,1WLkPMgT1N,ACSgVaipTW,yKvnUtQ5Wo,Dumbbell Squeeze Press,10,18.14371637742559,fake_id_836
2021-10-26,JzF99KdBs3,UThEK7cf4f,R8gQMKeAL2,Machine Fly,15,52.16318458509857,fake_id_836
2021-10-16,gTgLp9bG1O,crpeAKEXTd,HlJloHzRM3,TRX Atomic Push Up,9,0.0,fake_id_834
2021-12-22,HsPzo8unnq,jJmv4Zv028,FECkAwMRKC,Overhead Weighted Sit Up,3,29.483539113316585,fake_id_846
2021-01-25,qBoLlYUFn1,9fptvki4pW,rYwW8I9bJF,Barbell Hip Thrust,4,83.91468824559335,fake_id_894
2021-04-28,qsrV3vrDQH,C4tOdXyE0R,qAo4y4Wpxj,Cable Hip Abduction,15,4.535929094356398,fake_id_872
2021-05-06,ULYphHFaET,zJlvUiMLou,GMgEaKbQmb,Barbell Incline Bench Press,6,55.0,fake_id_849
2021-06-09,snAKzgGRAy,DhkjvJNsNR,E0AvVSvQTh,Sit Up,11,12.5,fake_id_858
2021-05-02,Aur45bauKg,zJlvUiMLou,SLmKvjr82i,Barbell Incline Bench Press,6,83.91468824559335,fake_id_864
2021-05-22,tSTeBD1XZx,vWKV6qv8Pv,9vzo9MMioi,Clean and Jerk,5,40.0,fake_id_867
2021-07-23,T9EYGuksq8,9q2Cdgm0FM,SoVAIOoQN0,Machine Leg Press,10,99.79044007584075,fake_id_850
2021-05-06,nUkytkRNPp,pGKwaDfr6n,l5rSdBzG61,Glute Ham Raise Situp,11,0.0,fake_id_852
2021-12-12,jkQ2q5LaHH,r4bOO0fDTv,F0gT9mUTYM,Plank,0,0.0,fake_id_865
2021-06-01,SyCUlWN7NH,06kzIMnTzR,5XTTAHe40m,Oblique Crunch,8,0.0,fake_id_875
2021-07-28,ab3Gka3har,AF7Qq7XK2r,AzVwL44UEo,Air Squats,8,0.0,fake_id_877
2021-02-28,c4JrbgHeuc,AOQBAQ8rXC,LPiZxZ8N04,Pendlay Row,10,45.0,fake_id_855
2022-01-09,Ja4kXeWbCr,dOrcZrFXST,5XT3tEtB0k,Handle Band Pec Fly,8,0.0,fake_id_881
2021-05-05,2aii1FDvJ1,uHBREgyju0,iW0zebCQEn,Step Up,4,0.0,fake_id_871
2022-01-08,inwPXGSaS1,xPS7RzoOGm,JfH0YPR7qb,Bent Over Barbell Row,8,43.091326396385774,fake_id_852
2021-09-03,wrEZafUOgO,erjFOF21dc,PVbw90w1FS,Reverse Barbell Curl,6,20.41168092460379,fake_id_842
2021-10-27,r3DEEm8Git,3GvUTFN8up,ZFqL4kNGG7,Calf Raise,15,2.267964547178199,fake_id_865
2021-09-10,SmJmJZzAW3,9fptvki4pW,cW3cmj92bx,Barbell Hip Thrust,12,15.87575183024739,fake_id_902
2021-11-18,xalukjxtx9,erjFOF21dc,mxOLPEKxbw,Reverse Barbell Curl,8,20.41168092460379,fake_id_842
2021-06-09,HSSsOAEy23,jJmv4Zv028,ySb2R7kR4A,Overhead Weighted Sit Up,10,4.535929094356398,fake_id_846
2021-05-19,c0mKChPBzJ,9q2Cdgm0FM,tDMecW2362,Machine Leg Press,10,99.79044007584075,fake_id_850
2021-03-07,WzFS4OGNaA,UThEK7cf4f,NbVtQ2St8K,Machine Fly,10,22.67964547178199,fake_id_834
2021-04-30,3e3xdUNE8d,BN1DjSE1Zi,6mGb1GrMD4,Romanian Deadlift,6,54.43114913227677,fake_id_847
2021-05-18,JwMJZU4gjV,KVt5QRq9Hx,SGngxb1wgT,Side Laterals to Front Raise,17,1.1339822735890994,fake_id_848
2021-04-20,SyMEkowSIk,06kzIMnTzR,kAsrFD7HnB,Oblique Crunch,20,0.0,fake_id_877
2021-11-07,iggEMalIDs,uHBREgyju0,fh3dtx9dCg,Step Up,9,0.0,fake_id_863
2021-06-22,RM4hkoA7yB,geCUwfcZLR,2bCr0H1xm4,Hang Clean,6,47.62725549074217,fake_id_838
2021-02-18,0h52zGwUQm,otjt26R0oL,SLEcLRbd2Z,Barbell Shoulder Press,8,58.96707822663317,fake_id_873
2021-04-21,2z2UrBlaGf,UThEK7cf4f,5SZoaG1hnR,Machine Fly,12,27.215574566138386,fake_id_845
2021-05-29,6JspFJIEhk,UQBXLgsfXN,mz2R0y6xMZ,Dumbbell Shrug,15,6.8038936415345965,fake_id_848
2021-04-27,B6fKhztOLA,DdtF1OFcuQ,K7hWzi57Rk,Tricep Push Up,15,0.0,fake_id_844
2021-06-10,HjLw2DnfDr,djuvlRHUvb,tj7rqbT3Ze,Dumbbell Rear Delt Raise,9,11.339822735890994,fake_id_852
2021-04-13,s6pjEbz5H7,06kzIMnTzR,XyEoXjqA0e,Oblique Crunch,8,0.0,fake_id_886
2021-03-31,szxk60FoeF,EAjKaB5zWy,QgKffAPdfF,Dumbbell Kickbacks,12,5.669911367945497,fake_id_863
2021-08-28,7ESRM8l4jG,DdtF1OFcuQ,Id5z6yWFLC,Tricep Push Up,11,0.0,fake_id_874
2021-03-02,YMMzwbZnyE,9VAkz3bNl4,A8CoFswpvW,Decline Push Up,9,0.0,fake_id_863
2021-12-07,9DhtsIrMIi,58REE5sJU1,pk9oWax0ka,Russian Twist,18,9.071858188712795,fake_id_847
2021-08-09,1YDeUk4GmU,N6zu9IJNBz,oWuURL2SFt,Leg Raise,15,0.0,fake_id_841
2021-09-03,oykw1MhG4G,k3yxx2a6oz,JphlUNYUXu,Seated Machine Calf Press,10,22.67964547178199,fake_id_874
2021-12-01,Cf7Nhzx8kC,58REE5sJU1,UG7MtT1BaW,Russian Twist,30,13.607787283069193,fake_id_883
2021-06-23,bhmENlAfqL,w5njIJMJHb,cJEb7G87tg,Kettlebell Upright Row,12,6.0,fake_id_854
2021-05-25,azggd3U1Gi,uHBREgyju0,aVNG3k6uCB,Step Up,8,0.0,fake_id_853
2021-06-07,gnGzjMbkv0,qfkBJ4A5eQ,JtPGW3wW6a,Dead Bug,9,0.0,fake_id_886
2021-05-30,7DSVV0gKxK,Yw1aA3soIp,z3ZFCJtTFd,Dumbbell Sumo Squat,8,15.0,fake_id_855
2021-01-15,0Ybi0jZgBv,516XLLabVp,M0zKmpH0iJ,Scapular Pull Up,8,0.0,fake_id_853
2021-04-13,fF7iWEabjT,HpJxPvuCBP,Q4XFcCDFTC,Dumbbell Clean,14,9.071858188712795,fake_id_863
2021-08-02,aqc7xiGZeV,UQBXLgsfXN,MlqlIkY1kC,Dumbbell Shrug,11,22.67964547178199,fake_id_853
2021-06-10,RmEnxdjjWN,9fptvki4pW,LSSpP9CEG2,Barbell Hip Thrust,15,40.0,fake_id_837
2021-09-06,CrwPsSF0hN,DdtF1OFcuQ,27dqUN4hZI,Tricep Push Up,14,0.0,fake_id_842
2021-09-13,F4r5QyY4Zk,so3n0BqhED,LAFEsqWT0z,Smith Machine Calf Raise,15,30.0,fake_id_858
2021-11-23,1SAT4z4LfP,zJlvUiMLou,vN6ceSAzpR,Barbell Incline Bench Press,10,22.67964547178199,fake_id_881
2021-03-12,TgfAWuK1Bo,QFhUumXlvb,Nzasqqb3fp,Reverse Grip Barbell Bent Over Row,12,40.82336184920758,fake_id_836
2021-10-21,JUiLV991tA,w5njIJMJHb,yF02WSjBnV,Kettlebell Upright Row,9,8.164672369841515,fake_id_848
2021-08-04,itRMDmljGp,G1mxtZtEs5,QWBOfXS7hI,Back Squat,8,88.45061733994974,fake_id_864
2021-02-02,9zdMoPV0XF,xPS7RzoOGm,s5Mjq7vNFz,Bent Over Barbell Row,8,70.30690096252415,fake_id_856
2021-06-12,Tf99cHD6Jo,wNarovWdLy,yynoLqMfOv,Cable Crunch,15,15.87575183024739,fake_id_853
2021-11-09,0fNsHFANj6,BN1DjSE1Zi,sTgGwCurB8,Romanian Deadlift,8,61.235042773811365,fake_id_834
2021-03-18,qkpcwASxX8,otjt26R0oL,C8gYPl5pIW,Barbell Shoulder Press,10,34.01946820767298,fake_id_852
2021-04-16,lVivVz2Tup,243X43p1XP,IprjOgPl6z,Seated Leg Curl,12,36.28743275485118,fake_id_861
2022-01-06,JuLWVsHdwo,G1mxtZtEs5,X6ajaDSV6L,Back Squat,6,65.0,fake_id_885
2021-12-04,nGFkeO9TyV,AF7Qq7XK2r,4jPrrmX2VS,Air Squats,10,0.0,fake_id_889
2021-12-03,AhrTKB1bgm,dFycDkJyHe,eXoSJUt3Wu,Dumbbell Shoulder Raise,10,13.607787283069193,fake_id_856
2021-03-19,d8vIHRHMPW,06kzIMnTzR,nuMApQ3nJx,Oblique Crunch,13,0.0,fake_id_845
2021-05-24,h9krLPHn5W,yR61QnjQAO,gNGoagUYAZ,Medicine Ball Push Up,12,0.0,fake_id_838
2021-06-14,5vMe2U82mf,3GvUTFN8up,BWoUSBanLV,Calf Raise,12,2.267964547178199,fake_id_865
2021-12-18,DRNXym7GnJ,w5njIJMJHb,zDLtA70PnG,Kettlebell Upright Row,10,24.040424200088907,fake_id_866
2021-03-27,CITcX0hYrF,r4bOO0fDTv,HE7v5Uu3FC,Plank,0,0.0,fake_id_846
2021-09-23,0f4qZ8q6Tc,58REE5sJU1,yPOitRBmcC,Russian Twist,18,4.535929094356398,fake_id_891
2021-07-14,gXyeuFWi41,G1mxtZtEs5,Y8TJC5HpE5,Back Squat,10,102.05840462301894,fake_id_887
2021-06-28,LNIOjurJsF,QFhUumXlvb,CABHKcFNHU,Reverse Grip Barbell Bent Over Row,6,47.62725549074217,fake_id_835
2021-06-09,ULIl6pME6T,dFycDkJyHe,bwf2mwTE4k,Dumbbell Shoulder Raise,9,9.071858188712795,fake_id_859
2021-09-29,U6QialScnx,N6zu9IJNBz,W7NfL4HIGz,Leg Raise,15,0.0,fake_id_865
2021-07-11,AMY5PpGGEI,s5tzCNPRXw,BP4RHDd4kH,Lunge Jump,6,0.0,fake_id_838
2021-04-06,LkdYOIMDXU,jgnSb5e39S,VPt2xkjHFt,Australian Chin Up,11,0.0,fake_id_864
2021-09-22,CdpKJ97CPU,EAjKaB5zWy,3hTmuNOVNZ,Dumbbell Kickbacks,12,13.607787283069193,fake_id_883
2021-02-16,yAhK6Hmp4S,UThEK7cf4f,MGj76gpQo7,Machine Fly,15,43.091326396385774,fake_id_886
2021-02-17,4BXR3sBAct,58REE5sJU1,Nj0AxDXMpo,Russian Twist,15,15.87575183024739,fake_id_869
2021-02-07,F8GxFO5GoR,QFhUumXlvb,XCGph5svzE,Reverse Grip Barbell Bent Over Row,15,22.67964547178199,fake_id_836
2021-11-03,tOkrEGsn3l,9q2Cdgm0FM,wh5izLifbv,Machine Leg Press,12,72.57486550970236,fake_id_892
2021-08-16,KCTtIHrA2Q,3GvUTFN8up,vcmQrjj6d2,Calf Raise,20,0.0,fake_id_851
2021-04-28,dG8MDKKTsp,gALxFFZcI4,lIS7fvGPEf,Dumbbell Decline Bench Press,20,9.0,fake_id_858
2021-07-16,KBqzxZbFay,UThEK7cf4f,90Y0qh8f5k,Machine Fly,10,79.37875915123695,fake_id_850
2021-11-03,2GaTVpP0zH,fxXbcxfkLt,HYO7EN0pxx,Exercise Ball Crunch,17,0.0,fake_id_848
2021-02-17,9iX50BZQ0o,zJlvUiMLou,wOiFE4aINk,Barbell Incline Bench Press,6,61.235042773811365,fake_id_887
2021-09-06,0ss9eqZQIw,58REE5sJU1,MNCJiomimF,Russian Twist,18,4.535929094356398,fake_id_886
2021-08-07,ygNhtlIACj,DhkjvJNsNR,lYXmh1gIkw,Sit Up,15,0.0,fake_id_900
2021-04-12,hQp9aCQQ3X,BN1DjSE1Zi,9A7EghQHdM,Romanian Deadlift,15,31.75150366049478,fake_id_869
2021-04-29,iOW6daC5D5,243X43p1XP,FKPDPcBG3p,Seated Leg Curl,15,68.94612223421724,fake_id_890
2021-05-16,hqFT0BSdYF,BN1DjSE1Zi,Ox6PFo4Bq9,Romanian Deadlift,12,31.75150366049478,fake_id_869
2021-03-31,DtpzGlSd6S,j9nla5kTfn,8mPEktaOxn,Kettlebell Hang Clean,8,18.0,fake_id_858
2021-04-13,gLbI5WDHBO,243X43p1XP,8aIDVUiIRo,Seated Leg Curl,15,47.62725549074217,fake_id_852
2021-02-07,0Grcz4E9ne,06kzIMnTzR,kqIzx65O7D,Oblique Crunch,17,0.0,fake_id_900
2021-04-26,9vzlbJPMDk,DhkjvJNsNR,nywBugZnuJ,Sit Up,38,0.0,fake_id_847
2021-02-07,jIG6d9rA2y,r4bOO0fDTv,WG2HkQo423,Plank,0,0.0,fake_id_838
2021-05-22,2H269V8KtC,1sQqqUqJyp,EENI21zlZr,Frog Pump,21,0.0,fake_id_853
2021-07-30,z2Ogp5RYIB,djuvlRHUvb,uqAjBRBAti,Dumbbell Rear Delt Raise,8,9.071858188712795,fake_id_866
2021-04-14,bc4J9aiS8C,N6zu9IJNBz,ZGhCtexW0E,Leg Raise,9,0.0,fake_id_893
2021-11-29,zUjAIHJTR3,9VAkz3bNl4,aFqgFthDD1,Decline Push Up,9,0.0,fake_id_863
2021-06-09,owJqNxtXxx,crpeAKEXTd,p7TUGtiGIN,TRX Atomic Push Up,10,0.0,fake_id_889
2021-03-06,QjWNf7OGu0,58REE5sJU1,1CQwDdvvWU,Russian Twist,40,0.0,fake_id_865
2021-11-21,2nO8kXlpbH,HpJxPvuCBP,mwPfHQBFpl,Dumbbell Clean,5,18.14371637742559,fake_id_882
2021-03-02,79UkyHonV7,9VAkz3bNl4,rERsXpCR0x,Decline Push Up,10,0.0,fake_id_867
2021-10-22,YsoigWQPP5,wNarovWdLy,qPpngwo5nE,Cable Crunch,12,54.0,fake_id_885
2021-03-05,IlS0ZXZ8y6,G1mxtZtEs5,mPTDWgGgk1,Back Squat,12,61.235042773811365,fake_id_901
2021-07-29,xnOCggjMAX,nNMm3ywt6H,Mp619QlB2E,Pike Push Up,9,0.0,fake_id_859
2022-01-05,BFo8FkZbkT,AF7Qq7XK2r,fUh4XYHtFE,Air Squats,8,0.0,fake_id_877
2021-11-18,G1tPNiaYVz,Gx6Z2fevPD,TjeFKTxDD9,Incline Dumbbell Row,8,20.0,fake_id_858
2021-03-12,pQmBQKZPWM,9q2Cdgm0FM,DvTZDfpAh3,Machine Leg Press,10,139.2530231967414,fake_id_890
2021-07-12,MWVjdDvbkA,pGKwaDfr6n,gelDsBlJmJ,Glute Ham Raise Situp,12,0.0,fake_id_852
2021-01-25,2sLwBozfkV,HpJxPvuCBP,Oth8LWc6cB,Dumbbell Clean,10,9.071858188712795,fake_id_863
2021-05-22,2H269V8KtC,1sQqqUqJyp,6ZMGqovs8m,Frog Pump,21,0.0,fake_id_853
2021-11-04,594WJc8hVC,otjt26R0oL,Hv2dI7Hw8D,Barbell Shoulder Press,6,18.14371637742559,fake_id_881
2021-05-17,J8kJ9gFcFX,ACSgVaipTW,AHEF6aCHDE,Dumbbell Squeeze Press,11,11.339822735890994,fake_id_853
2021-01-19,rA6PKpT00U,xPS7RzoOGm,vVzjhVOH7D,Bent Over Barbell Row,4,56.69911367945497,fake_id_835
2021-09-02,P4tFrIC3uC,AF7Qq7XK2r,50JdwVvf19,Air Squats,18,0.0,fake_id_838
2021-10-27,MEDWjmcTmH,9q2Cdgm0FM,gRgQGLMlcS,Machine Leg Press,12,68.03893641534596,fake_id_892
2021-08-11,Eo726uk4wZ,otjt26R0oL,meDdoWBHzs,Barbell Shoulder Press,12,47.62725549074217,fake_id_846
2021-04-22,bqB4v2Sv20,AkKyo5MAvA,Gplv1ZX9Z7,Kettlebell Front Squat,10,18.0,fake_id_858
2021-01-22,3yigCSIC6F,06kzIMnTzR,YeciSCpBor,Oblique Crunch,22,0.0,fake_id_877
2021-09-16,rqE5Gj5LVY,EAjKaB5zWy,ElRGF5G4Ty,Dumbbell Kickbacks,12,10.205840462301895,fake_id_838
2021-11-17,4dg4PkBMip,pM3aRwuufC,8Qm4qHINof,Stability Ball Hyperextension,8,0.0,fake_id_881
2021-12-16,WYmAgVZLrj,4IMiKZHvCG,19mMEc9icH,Shotgun Row,13,18.14371637742559,fake_id_910
2021-03-22,cLwqKwJXaf,AF7Qq7XK2r,Ql1iU9oj5j,Air Squats,25,0.0,fake_id_844
2021-05-13,GJ6wbH9oSR,G1mxtZtEs5,lM0NkCstMZ,Back Squat,3,45.35929094356398,fake_id_857
2021-04-18,EOeaFSrUMs,w5njIJMJHb,isVk3HeRoz,Kettlebell Upright Row,12,18.0,fake_id_858
2021-06-19,JZaN9TTcU0,06kzIMnTzR,DmrEHD1jNy,Oblique Crunch,13,0.0,fake_id_845
2021-07-03,tNKP0895AO,EAjKaB5zWy,xy5VDQnhG7,Dumbbell Kickbacks,4,9.071858188712795,fake_id_871
2021-03-14,OJ0VwmDJmH,uHBREgyju0,Z4EXCO6PUQ,Step Up,12,0.0,fake_id_865
2021-12-08,Mlb7ac293K,zJlvUiMLou,3UBbKOlNpB,Barbell Incline Bench Press,8,22.67964547178199,fake_id_848
2021-03-15,pOlCXzRyhq,XlazCsjHwn,Dp65fwz1dL,Hang Snatch,5,20.41168092460379,fake_id_848
2021-03-12,pQmBQKZPWM,9q2Cdgm0FM,QQ9jx4W6hT,Machine Leg Press,10,139.2530231967414,fake_id_890
2021-01-13,6WI0l6gXyu,58REE5sJU1,mXRu9PWhQ2,Russian Twist,15,5.669911367945497,fake_id_873
2021-06-26,tAosa5KI7K,qfkBJ4A5eQ,Qj0HbEV1Hp,Dead Bug,9,0.0,fake_id_859
2021-04-29,wkoieZImB6,uHBREgyju0,K3UXuWJEZr,Step Up,20,0.0,fake_id_843
2021-12-31,RLKwnGGn6U,4IMiKZHvCG,zE1iq8xTV5,Shotgun Row,10,19.27769865101469,fake_id_852
2021-05-22,EsKTUdTWDk,tSjey8z21h,1EV80W75Kr,TRX Chest Press,8,0.0,fake_id_835
2021-06-29,aoxSHFtqGv,DhkjvJNsNR,7wtahcXCAi,Sit Up,10,0.0,fake_id_841
2021-10-02,u8qwVWZoxD,wNarovWdLy,bt226ZdHwq,Cable Crunch,12,60.0,fake_id_885
2021-12-16,EX9DGkVRZH,DhkjvJNsNR,E3TmZRXLzC,Sit Up,8,0.0,fake_id_881
2021-01-31,W4qZApd2di,9fptvki4pW,rvvXhH0kh0,Barbell Hip Thrust,9,47.62725549074217,fake_id_838
2021-11-15,zVAYh6Rbjx,zJlvUiMLou,kdvkzIRiNA,Barbell Incline Bench Press,12,52.16318458509857,fake_id_886
2021-06-04,LFU2GvySV3,G1mxtZtEs5,yQQViz1o3r,Back Squat,10,43.091326396385774,fake_id_857
2021-04-08,0rBQ93dg5O,9VAkz3bNl4,5oiMrNuxxd,Decline Push Up,9,0.0,fake_id_882
2021-11-12,dA50NgGReW,QFhUumXlvb,6vL1HExnH6,Reverse Grip Barbell Bent Over Row,10,16.0,fake_id_837
2021-07-27,iUFUPD3XdM,uHBREgyju0,znhd3PKi8A,Step Up,7,0.0,fake_id_858
2021-07-12,4uq7cqY7di,N6zu9IJNBz,MyMFEZmXVN,Leg Raise,30,0.0,fake_id_847
2021-05-22,AzMHFe9iLi,243X43p1XP,Liq6g7el49,Seated Leg Curl,10,68.03893641534596,fake_id_850
2021-02-01,uB3dYMQoGY,k4ivWt2zuv,IvbNwuz0ts,Barbell Glute Bridge,10,5.669911367945497,fake_id_848
2021-07-14,eoAjh23QH8,QFhUumXlvb,dWU74BZ9tj,Reverse Grip Barbell Bent Over Row,12,20.41168092460379,fake_id_842
2021-02-25,nAyrgLWcZj,N6zu9IJNBz,DUf6trc9Qt,Leg Raise,16,0.0,fake_id_904
2021-01-20,P8bYfJpxuC,AF7Qq7XK2r,hVKtsk6Z7p,Air Squats,20,0.0,fake_id_867
2021-07-08,535mzH4O3O,djuvlRHUvb,aEoLTiTocj,Dumbbell Rear Delt Raise,11,9.071858188712795,fake_id_851
2021-05-16,Uz91btcWXU,9VAkz3bNl4,UlnAQMcvrJ,Decline Push Up,7,0.0,fake_id_845
2021-01-19,lz5mYGWIuU,djuvlRHUvb,GE1EWz7CEI,Dumbbell Rear Delt Raise,12,6.8038936415345965,fake_id_865
2021-02-10,VyMFtUYPkz,AkKyo5MAvA,ZFENfnB2BB,Kettlebell Front Squat,10,8.0,fake_id_854
2021-05-30,3IGDWfiV0u,CTAGAxuKs9,TVqCPEIuo9,Kettlebell Pistol Squat,4,0.45359290943563974,fake_id_838
2021-10-11,J2pRsbOZAe,6wga8VycHO,hVrGjg3lpg,Clean Deadlift,4,86.18265279277155,fake_id_838
2021-03-27,mVymwCzZ5U,otjt26R0oL,EnD7rv67U0,Barbell Shoulder Press,15,30.0,fake_id_855
2021-04-20,1l9sZCYquA,otjt26R0oL,wXhNMmzFD5,Barbell Shoulder Press,10,11.339822735890994,fake_id_846
2021-03-19,d8vIHRHMPW,06kzIMnTzR,IWv6fsN1qQ,Oblique Crunch,9,0.0,fake_id_845
2021-08-09,cHHMxbn7GQ,BN1DjSE1Zi,J59KJ3w6lx,Romanian Deadlift,8,36.28743275485118,fake_id_842
2021-11-02,7yXZxO8VCZ,r4bOO0fDTv,KJDWVMcONs,Plank,0,0.0,fake_id_848
2021-08-05,H2t2e2D8Pi,N6zu9IJNBz,Wx0KYsClZl,Leg Raise,7,0.0,fake_id_879
2021-12-26,euw23xbnDC,erjFOF21dc,rwSrYwDn1W,Reverse Barbell Curl,7,29.483539113316585,fake_id_839
2021-07-23,A9zpGD08Hs,UThEK7cf4f,uxq4jF2ZPI,Machine Fly,10,31.75150366049478,fake_id_841
2021-10-19,5dp6LEE0QR,k3yxx2a6oz,8sIfYYnXhw,Seated Machine Calf Press,10,20.0,fake_id_885
2021-07-14,fi2oBBDlra,omtypRFVyt,3foq9EG71Z,Power Clean,14,34.01946820767298,fake_id_859
2021-09-10,WaraUta4Dr,dFycDkJyHe,Vh4Sfafgvx,Dumbbell Shoulder Raise,7,4.082336184920758,fake_id_848
2021-11-04,aO64vzhVMg,QFhUumXlvb,8HcJ6dRuVx,Reverse Grip Barbell Bent Over Row,10,18.14371637742559,fake_id_848
2021-01-25,M4VlyO6w6g,BN1DjSE1Zi,l4kuhw76Hp,Romanian Deadlift,12,31.75150366049478,fake_id_842
2021-04-22,ujTBeqzNMU,AF7Qq7XK2r,NcNczHTE0H,Air Squats,20,0.0,fake_id_865
2021-11-14,dTHCZJQAX9,wNarovWdLy,M1AqixwBF3,Cable Crunch,10,18.14371637742559,fake_id_881
2021-02-16,n3eMVq4Dir,9fptvki4pW,gpAwYo1EYy,Barbell Hip Thrust,10,60.0,fake_id_837
2021-10-02,rgIH5hCE0a,dFycDkJyHe,l42l7bSfNu,Dumbbell Shoulder Raise,4,5.669911367945497,fake_id_853
2022-01-06,0wBYfpMUZI,58REE5sJU1,VQ9xmtOpR1,Russian Twist,22,9.071858188712795,fake_id_836
2021-11-16,3aBsGKcg5w,BN1DjSE1Zi,rrKfeFBbd2,Romanian Deadlift,6,45.0,fake_id_868
2021-08-13,1D3ImuikR9,xPS7RzoOGm,FAN8QIrXXg,Bent Over Barbell Row,12,20.41168092460379,fake_id_861
2021-08-18,GuUFTylKD6,BN1DjSE1Zi,ZNsMFfEyiq,Romanian Deadlift,12,68.03893641534596,fake_id_843
2021-04-14,689zUk3Jnk,fxXbcxfkLt,lK5IiiavHy,Exercise Ball Crunch,12,0.0,fake_id_872
2021-02-20,CEEnCXMKsM,Mok6zwcCl9,mt1rNpNjVt,Cable Upright Row,6,15.87575183024739,fake_id_853
2021-01-20,er1KEZmNGF,06kzIMnTzR,8BOLcCC6Vq,Oblique Crunch,24,0.0,fake_id_871
2021-03-01,6hPd6fPnQI,N6zu9IJNBz,6cqDcFKLDA,Leg Raise,11,0.0,fake_id_886
2022-01-09,M5lFDTkt1j,N6zu9IJNBz,4nPwbmt9IC,Leg Raise,13,0.0,fake_id_871
2021-02-16,hozmYrYCt3,r4bOO0fDTv,eCgfO7FHec,Plank,0,0.0,fake_id_894
2021-04-07,fA6PV6lLSe,EAjKaB5zWy,FD8e001MFh,Dumbbell Kickbacks,10,4.535929094356398,fake_id_834
2021-01-27,SFspN3sRhA,06kzIMnTzR,H921CMJh10,Oblique Crunch,9,0.0,fake_id_853
2022-01-07,GH3iis8iON,243X43p1XP,NutXuC5mqr,Seated Leg Curl,10,36.28743275485118,fake_id_878
2021-08-31,iADnifUHow,9VQ4n2PTFW,9PeWJEluPd,Landmine Press,10,24.947610018960187,fake_id_846
2021-04-08,Mla3Fm5JrM,G1mxtZtEs5,8uwVQVtrqP,Back Squat,2,102.05840462301894,fake_id_835
2021-11-02,QPhiLwwJt3,geCUwfcZLR,YgGwbfeDwQ,Hang Clean,6,34.01946820767298,fake_id_834
2021-04-28,SaAi0UjvGI,R1M0DI9wui,uh1GSpabKM,Standing Hip Flexor Stretch,15,0.0,fake_id_862
2022-01-04,8DYpW05ix6,AkKyo5MAvA,8hprWUoHCr,Kettlebell Front Squat,10,7.9,fake_id_854
2021-02-23,wNu8UnPUf1,EAjKaB5zWy,fhqpc0bArc,Dumbbell Kickbacks,10,2.267964547178199,fake_id_900
2021-05-28,BGWMBiimtA,nNMm3ywt6H,trWxAk6mAC,Pike Push Up,18,0.0,fake_id_844
2021-03-14,QPPeCq075E,dFycDkJyHe,UQUqcMhcyH,Dumbbell Shoulder Raise,7,5.669911367945497,fake_id_853
2021-07-12,oClsnONnZ3,ewEcdHovom,K4dB5G14dl,Hanging Leg Raise,9,0.0,fake_id_839
2021-05-30,UGaGZCcHa8,N6zu9IJNBz,g6OSEaBzv1,Leg Raise,10,0.0,fake_id_845
2021-04-22,owDew3JJtS,AF7Qq7XK2r,B54HjCqJJb,Air Squats,10,0.0,fake_id_876
2021-11-03,UttstleJ1A,EAjKaB5zWy,0HXtpY2dhg,Dumbbell Kickbacks,11,9.071858188712795,fake_id_857
2021-06-12,QzaGXjqIBi,oDI8CKhqJi,UUkDWrT4rQ,Single Arm Preacher Curl,13,7.937875915123695,fake_id_842
2021-12-07,NsGsRrKUmp,N6zu9IJNBz,IE1K31znH9,Leg Raise,12,0.0,fake_id_907
2021-05-05,93zwVJZHc3,4IMiKZHvCG,5mrxis34kO,Shotgun Row,12,11.339822735890994,fake_id_845
2021-03-04,nJT5WlZMlQ,BN1DjSE1Zi,iWP5QpPIBx,Romanian Deadlift,8,34.01946820767298,fake_id_842
2021-03-13,YWVqaGAYvk,dFycDkJyHe,vtEiUvvOhh,Dumbbell Shoulder Raise,13,6.8038936415345965,fake_id_893
